county,year,era,households_at_risk,out_rate_all,out_rate_diff_state,out_rate_same_state,in_rate_all,net_rate,net_migration_returns,avg_household_size,visitor_days,ln_visitor_days,unemployment_rate,labor_force,ln_labor_force,hpi_1990_base,ln_hpi,ln_out_rate_diff_state
Hawaii County,2011,2011_2021,67726.0,0.046333756607506715,0.03217375896996722,0.012772052092254082,0.05247615391430174,0.006142397306795027,416.0,2.0909766520096613,9690668.336203735,16.08667395323296,0.0957748350236945,90316,11.411069910863219,162.99,5.093688849231541,-3.4366040974958265
Hawaii County,2012,2011_2021,68500.0,0.045328467153284674,0.03214598540145985,0.01235036496350365,0.057007299270072996,0.01167883211678832,800.0,2.07973086627418,10452516.168931896,16.1623532891078,0.0794479883071414,88259,11.388030952598463,163.42,5.096323573956561,-3.4374677069676913
Hawaii County,2013,2011_2021,69247.0,0.04482504657241469,0.03273788034138663,0.011639493407656649,0.05623348303897642,0.011408436466561728,790.0,2.0671121660644363,10678170.80723672,16.18371210409683,0.0637484111131287,88112,11.386364011502263,173.0,5.153291594497779,-3.419222451304022
Hawaii County,2014,2011_2021,70382.0,0.038134750362308546,0.027478616691767783,0.009931516580943992,0.04302236367252991,0.004887613310221363,344.0,2.051124110018021,10952957.542876055,16.209120072997454,0.0528322440087146,89964,11.407164869291062,188.99,5.241694103606946,-3.5943471516225434
Hawaii County,2015,2011_2021,71731.0,0.0469113772288132,0.03524278206075476,0.011055192315735178,0.05517837476126082,0.008266997532447617,593.0,2.037738056928883,11463839.790541451,16.254708273387386,0.0415651142875963,91086,11.41955939416077,203.76,5.316942830671201,-3.345494534924825
Hawaii County,2016,2011_2021,73096.0,0.056172704388749044,0.04387380978439313,0.011478056254788224,0.06804749917916166,0.011874794790412608,868.0,2.025293520800116,11655214.906473614,16.271264269275875,0.0373685641769398,88256,11.387996961152973,208.88,5.341759924390874,-3.1264377249853017
Hawaii County,2017,2011_2021,74488.0,0.04904145634196112,0.03820749650950488,0.009947911072924498,0.05374019976372033,0.004698743421759209,350.0,2.009444483659208,12925529.567384508,16.374714949850915,0.0273801625943125,88933,11.395638556222535,220.35,5.395217191287996,-3.264723538918568
Hawaii County,2018,2011_2021,75739.0,0.04812580044626943,0.038130949708868614,0.009730785988724434,0.049961050449570235,0.0018352500033008094,139.0,1.9951868394041112,12783659.89809301,16.363678342918178,0.0306643952299829,88637,11.39230465664302,232.08,5.447082139813149,-3.266728998292797
Hawaii County,2019,2011_2021,76819.0,0.04488472903838894,0.03532980122105208,0.009281557947903514,0.05503846704591312,0.01015373800752418,780.0,2.044322688800752,12978052.44660661,16.378770215348382,0.0340839303991811,87930,11.384296322373048,239.27,5.477592621405586,-3.3430284439769795
Hawaii County,2020,2011_2021,77750.0,0.045209003215434085,0.03645016077170418,0.00845016077170418,0.06039871382636656,0.015189710610932475,1181.0,1.9359601266249074,4992542.220670272,15.423455801055631,0.1208363724775103,86373,11.366430405953848,247.27,5.5104808570190835,-3.311809409790855
Hawaii County,2021,2011_2021,79934.0,0.04553756849400756,0.03730577726624465,0.00793154352340681,0.05395701453699302,0.008419446042985463,673.0,1.9311348205625607,10964868.85,16.21020697897828,0.061311021925946,88206,11.387430266892022,272.85,5.608922193632241,-3.2886070778315473
Hawaii County,2022,post2022,81768.0,0.04523774581743469,0.03589423735446629,0.008573035906467078,0.050178553957538403,0.004940808140103708,404.0,1.9236700867181595,13760976.242995644,16.437347335844915,0.0362147014442767,88141,11.386693083918184,336.22,5.817765707604913,-3.3271785157467155
Honolulu County,1990,pre2011,330275.0,0.07118613276814775,0.059259707819241544,0.007081977140261903,0.06801604723336613,-0.0031700855347816213,-1047.0,2.1085753217457066,,,0.0211020448289421,406880,12.916273580655947,100.0,4.605170185988092,-2.825825667337541
Honolulu County,1991,pre2011,337173.0,0.06991663033516919,0.05879177751480694,0.006533737873435892,0.07390568046670404,0.00398905013153485,1345.0,2.0914958274739397,,,0.020357839758463,412028,12.928846587187456,109.0,4.6913478822291435,-2.833753272039382
Honolulu County,1992,pre2011,340612.0,0.07357345014268435,0.06301011121158386,0.006068488485432105,0.07266038777259756,-0.000913062370086785,-311.0,2.0880488794239933,,,0.0269785033753052,417740,12.942614508409308,109.3,4.694096395182493,-2.764460070046651
Honolulu County,1993,pre2011,339685.0,0.0687990343995172,0.05810677539485111,0.005684678452095323,0.06639975271207148,-0.002399281687445722,-815.0,2.0923794318954205,,,0.0315331076352769,422984,12.955089632253928,108.96,4.690980842401202,-2.8454730058330187
Honolulu County,1994,pre2011,338640.0,0.07281478856602883,0.0623995983935743,0.005415780770139381,0.06303449090479565,-0.009780297661233167,-3312.0,2.0893204069023064,,,0.0393324542373842,423162,12.955510363434186,109.56,4.696472344394877,-2.774196439627878
Honolulu County,1995,pre2011,337341.0,0.06868717410572685,0.05959548350185717,0.004360572832830875,0.05759157647602871,-0.01109559762969814,-3743.0,2.09127224114333,,,0.0430712228418427,424274,12.958134751914812,108.37,4.685551297934904,-2.820175487952477
Honolulu County,1996,pre2011,335856.0,0.06581392025153637,0.05708398837597065,0.004207160211519223,0.05711078557477014,-0.008703134676766233,-2923.0,2.098992197659298,,,0.0488670934507922,428632,12.968354020923789,103.14,4.636087288622813,-2.8632316153742656
Honolulu County,1997,pre2011,334700.0,0.06630116522258739,0.057669554825216615,0.0039139527935464595,0.05821033761577532,-0.008090827606812071,-2708.0,2.097984378049912,,,0.0490877417322251,431676,12.975430585835543,94.51,4.548705649006965,-2.8530258907323365
Honolulu County,1998,pre2011,335275.0,0.06699873238386399,0.05792856610245321,0.004005666989784505,0.052828275296398476,-0.014170457087465513,-4751.0,2.100725036123934,,,0.0497882851910757,431949,12.976062804701586,93.32,4.536034447153229,-2.8485446464248416
Honolulu County,1999,pre2011,334786.0,0.06490713470694713,0.05516359704408189,0.003883077548045617,0.054294385069865524,-0.010612749637081599,-3553.0,2.095602703669631,29016511.42839636,17.183375585526942,0.0455204393602884,430444,12.972572513087803,92.56,4.527857082885421,-2.897452017086706
Honolulu County,2000,pre2011,335313.0,0.06149776477500127,0.0522377599436944,0.0040738056681369345,0.06025713288777948,-0.0012406318872217898,-416.0,2.0865449391786255,31077256.0,17.25198679127779,0.0411173827472241,430864,12.97354777404739,94.05,4.54382655574704,-2.9519496750310728
Honolulu County,2001,pre2011,340518.0,0.057474201070134324,0.04925437128140069,0.003709055027928039,0.06229920297899083,0.004825001908856507,1643.0,2.0802219681131153,29091282.358425267,17.185949111948226,0.0412637320799385,433383,12.979377142580429,100.27,4.607866547535834,-3.0107571583199517
Honolulu County,2002,pre2011,343788.0,0.05778852083260614,0.04899821983315299,0.0037464949329237785,0.06139539483635264,0.003606874003746495,1240.0,2.0848385871863817,29974192.943330277,17.21584733418946,0.0394867122529901,430246,12.972112417110175,106.42,4.667393529168224,-3.015971311467112
Honolulu County,2003,pre2011,346079.0,0.056461097032758416,0.04813929767480835,0.0036494557601010175,0.05939973243103453,0.0029386353982761163,1017.0,2.085711048297447,28023305.113095865,17.14854704741643,0.0376632169008486,432783,12.97799172663021,115.73,4.751259891859986,-3.0336564359565608
Honolulu County,2004,pre2011,348848.0,0.0552934229234509,0.04658189240012842,0.003643420630188506,0.05839792689079484,0.0031045039673439434,1083.0,2.0820672474427946,30640703.90430109,17.237839875950755,0.0320854149731936,437956,12.989873727691474,136.67,4.917569260976709,-3.066543388469946
Honolulu County,2005,pre2011,353800.0,0.06189655172413793,0.053750706613906164,0.004013566986998304,0.06460994912379876,0.0027133973996608255,960.0,2.0655044727192746,32699640.724425796,17.302874648786506,0.02757349262016,449671,13.016271483243326,170.95,5.141371116085311,-2.923398465755546
Honolulu County,2006,pre2011,360912.0,0.06221184111362327,0.0534978055592499,0.004253114332579687,0.054464800283725676,-0.007747040829897593,-2796.0,2.0520358448142906,32102887.6337355,17.28445654149156,0.0246568846974526,455532,13.029221245684374,196.66,5.28147634935201,-2.9281146435055345
Honolulu County,2007,pre2011,373835.0,0.05867026896893014,0.050460764775903805,0.004349512485454813,0.05665601134190218,-0.002014257627027967,-753.0,2.0288063153946267,32153399.94955252,17.28602875576418,0.0259732001306882,456047,13.030351153360597,203.03,5.31335375137415,-2.986559179801957
Honolulu County,2008,pre2011,380025.0,0.05876192355766068,0.05114400368396816,0.003470824287875798,0.056351555818696136,-0.002410367738964542,-916.0,2.028188898891231,29920872.760294337,17.214066880441052,0.0363331167424734,461700,13.04267060849508,198.59,5.291242397876073,-2.9731100234864267
Honolulu County,2009,pre2011,375159.0,0.053614600742618465,0.04692410417982775,0.003049373732204212,0.05565640168568527,0.0020418009430668064,766.0,2.044659127716205,29318351.00501158,17.193724192098653,0.0548812503948879,458991,13.036785881007308,184.41,5.217161539587027,-3.0592237871589663
Honolulu County,2010,pre2011,375164.0,0.0564846307214978,0.04963429326907699,0.0032572421660926956,0.057689437152818504,0.0012048064313207024,452.0,2.0575976133772915,31918530.052283406,17.278697278491876,0.057725290665632,453614,13.02500189511692,182.16,5.204885421755484,-3.0030732876017687
Honolulu County,2011,2011_2021,392609.0,0.057362414004773196,0.050633072598947046,0.0033595765761864856,0.056302835645642355,-0.0010595783591308401,-416.0,2.071609995460539,32477384.76210344,17.296054551607824,0.0582603616836728,458854,13.03648735565495,183.06,5.2098139679566335,-2.9831503075229953
Honolulu County,2012,2011_2021,395823.0,0.060456315070119726,0.05348350146403822,0.0038097836659314894,0.05779856147823648,-0.002657753591883241,-1052.0,2.066336284899151,35864091.850903325,17.39524712590334,0.0523471718096667,453205,13.024099840731793,184.96,5.220139585484013,-2.9283820564900065
Honolulu County,2013,2011_2021,399097.0,0.0579733748938228,0.05147370188199861,0.003620673670811858,0.05424746364918804,-0.003725911244634763,-1487.0,2.0549739333971697,35059623.029717974,17.372560685252324,0.0432298747822801,455287,13.02868326831256,194.02,5.267961246533138,-2.9666842448030075
Honolulu County,2014,2011_2021,402159.0,0.04307251609438058,0.03780594242575697,0.0028918910182291085,0.04466392645694862,0.001591410362568039,640.0,2.046934156539002,35044666.88534428,17.372134002530945,0.0397241367449339,465158,13.050132411801899,208.69,5.3408498972667395,-3.2752889816817174
Honolulu County,2015,2011_2021,409901.0,0.059968138648112596,0.052976206449850086,0.0037033332438808396,0.05140509537668852,-0.008563043271424075,-3510.0,2.0261081698328662,36420503.276894495,17.41064245086388,0.0323075644329073,469209,13.058803577163172,217.73,5.383255763064228,-2.93791240113995
Honolulu County,2016,2011_2021,413847.0,0.08212455327693569,0.07450337926818365,0.004180288850710528,0.06266325477773187,-0.019461298499203812,-8054.0,1.9911493708208288,36968064.42887909,17.425564974359087,0.0270025962447321,484546,13.090967649046588,234.86,5.458989591936935,-2.596910795320847
Honolulu County,2017,2011_2021,411334.0,0.05952097322370628,0.054041241424244046,0.003218795431449868,0.050246271886107155,-0.009274701337599129,-3815.0,1.9833346689035314,38376360.600192,17.462952218622704,0.0210213556174558,484650,13.091182259920753,241.07,5.485087347747887,-2.9180077938326803
Honolulu County,2018,2011_2021,412682.0,0.05638239613067689,0.051078069797083465,0.0029829263209929196,0.04823811070024862,-0.008144285430428272,-3361.0,1.9720117920773264,40478710.38879166,17.51628672445161,0.02271283024667,481534,13.084732120396104,251.08,5.525771613449331,-2.9744000363727428
Honolulu County,2019,2011_2021,414986.0,0.05799231781313104,0.05235839281325153,0.0034073438622025803,0.04849079246046854,-0.0095015253526625,-3943.0,2.0114652614345645,41827689.0095711,17.549069094690935,0.0236205636863403,477677,13.076690050846103,255.58,5.543535472180557,-2.949643033345618
Honolulu County,2020,2011_2021,409188.0,0.059114636792867825,0.05363060500307927,0.003348094274514404,0.04757959666461382,-0.011535040128254006,-4720.0,1.90873482788267,12829630.232710356,16.367267915655095,0.1002128874811776,462216,13.043787593272159,252.23,5.530341369668184,-2.9256353849940764
Honolulu County,2021,2011_2021,414631.0,0.05774290875501349,0.052675752657181926,0.0030605526359582377,0.049094254891698885,-0.00864865386331461,-3586.0,1.9042000158694,26898074.61,17.107565266173964,0.0543938184735914,464869,13.04951092444873,267.37,5.58863346690046,-2.9436000306956864
Honolulu County,2022,post2022,421559.0,0.0550978629325907,0.04959922573115507,0.002671037743234043,0.05003332866811051,-0.00506453426448018,-2135.0,1.8973494471948023,36168744.72453315,17.403705898447235,0.0316007321391577,468217,13.056687142649325,310.43,5.737958433123339,-3.003780055632067
Kauai County,1990,pre2011,20165.0,0.05668237044383834,0.03263079593354823,0.023059757004711134,0.07458467641953881,0.017902305975700472,361.0,2.231731679108401,,,0.0385813747740123,25997,10.165736425730918,100.0,4.605170185988092,-3.4224987759821515
Kauai County,1991,pre2011,21008.0,0.05764470677837014,0.03132140137090632,0.024514470677837016,0.06292840822543792,0.005283701447067784,111.0,2.2066474718391675,,,0.0410709829227423,28049,10.241708259691459,112.59,4.723752901815039,-3.4634536652172603
Kauai County,1992,pre2011,20857.0,0.06304837704367838,0.03490434865992233,0.026945390036918062,0.0703840437263269,0.007335666682648511,153.0,2.2098045235902157,,,0.0935159500693481,28840,10.269518591398885,110.98,4.709350004897755,-3.355143854099949
Kauai County,1993,pre2011,20654.0,0.06361963784254866,0.03694199670765953,0.02599980633291372,0.0608114650915077,-0.0028081727510409606,-58.0,2.2254395036194414,,,0.1296408142963726,28147,10.245196055952587,110.73,4.707094805710017,-3.2984062529468923
Kauai County,1994,pre2011,20645.0,0.06059578590457738,0.037297166384112374,0.02281424073625575,0.055025429886170985,-0.005570356018406394,-115.0,2.2412086212230586,,,0.1228835932274983,28409,10.254461275355103,116.1,4.754451888703846,-3.288837923472461
Kauai County,1995,pre2011,20425.0,0.049938800489596084,0.031138310893512853,0.017968176254589963,0.04768665850673195,-0.002252141982864137,-46.0,2.235300180365885,,,0.1075283842794759,28625,10.262035740856541,112.35,4.721618998631338,-3.4693163563880813
Kauai County,1996,pre2011,20436.0,0.0540223135642983,0.03391074574280681,0.018741436680367977,0.03787433940105696,-0.01614797416324134,-330.0,2.2323608524725844,,,0.1133791571200444,28806,10.268338977758996,110.03,4.700753055881822,-3.3840233312607855
Kauai County,1997,pre2011,20303.0,0.05127321085553859,0.03295079544894843,0.017238831699748807,0.04304782544451559,-0.008225385411023002,-167.0,2.2256774997404216,,,0.1051202617564133,28729,10.265662344545426,104.05,4.644871552839644,-3.4127398772340127
Kauai County,1998,pre2011,20624.0,0.04800232738557021,0.030401474010861133,0.016679596586501165,0.04805081458494957,4.848719937936385e-05,1.0,2.203167973922787,,,0.0921526527219836,28876,10.270766079259051,103.49,4.639474989680082,-3.493264184546048
Kauai County,1999,pre2011,21130.0,0.05186938002839565,0.03331755797444392,0.01722669190724089,0.04690014197823,-0.0049692380501656416,-105.0,2.182290106818409,6647963.036871241,15.709821055464545,0.0710924713584288,29328,10.286297970079486,103.27,4.637346917683312,-3.40167075445206
Kauai County,2000,pre2011,21506.0,0.04691713940295732,0.028968659908862642,0.016786013205617036,0.049614061192225424,0.002696921789268111,58.0,2.158901302629653,6603048.0,15.703041918573275,0.0482003440518724,30228,10.31652392614061,108.03,4.682408966328894,-3.5415407261630185
Kauai County,2001,pre2011,21875.0,0.04626285714285714,0.02784,0.017325714285714285,0.050834285714285714,0.004571428571428572,100.0,2.1425490102094615,6142902.506443614,15.630807909345146,0.0511037891268533,30350,10.320551796487644,117.56,4.766948841550716,-3.581281443515918
Kauai County,2002,pre2011,22131.0,0.04676697844652298,0.028783154850661966,0.016899371921738737,0.05092404319732502,0.004157064750802042,92.0,2.132394766780432,6362682.393491051,15.665960606383432,0.0439444773370173,30402,10.322263674703965,129.16,4.8610519458900745,-3.547964963980249
Kauai County,2003,pre2011,22447.0,0.04094088296877088,0.02517040138994075,0.014523098855080857,0.05515213614291442,0.014211253174143538,319.0,2.1121330360460795,6507319.631029185,15.688438198375557,0.0399154956627508,31241,10.349486613684583,150.28,5.0125002207057685,-3.6820865228051045
Kauai County,2004,pre2011,23123.0,0.050252994853608964,0.031613544955239374,0.017212299442113912,0.05293430783202872,0.0026813129784197553,62.0,2.093757114885479,6906206.269115116,15.747931024588423,0.0343931088488645,31925,10.37114468090074,195.54,5.275764962077525,-3.454169612404189
Kauai County,2005,pre2011,23449.0,0.05151605612179624,0.03305044991257623,0.017484754147298394,0.05364834321293019,0.0021322870911339503,50.0,2.073962501686075,7181289.804323074,15.786989563376455,0.028023643992527,32651,10.393630762106916,249.57,5.519739436963906,-3.4097200996885593
Kauai County,2006,pre2011,23967.0,0.04969332832644887,0.03542370759794718,0.01322651979805566,0.05807985980723495,0.00838653148078608,201.0,2.043905865823674,7662789.514089459,15.851886641754527,0.0248691886690322,33254,10.411930339600325,276.3,5.621487231929371,-3.340373976838804
Kauai County,2007,pre2011,25587.0,0.04670340407238051,0.031187712510259116,0.014616797592527455,0.05651307304490562,0.00980966897252511,251.0,2.0076254509675304,8105509.174563288,15.908054533456689,0.026615969581749,33664,10.424184296097382,275.35,5.618043015708491,-3.46773109153741
Kauai County,2008,pre2011,26472.0,0.045255364158356,0.03244938047748565,0.012163795708673316,0.04695527349652463,0.001699909338168631,45.0,2.004352298805096,7266910.534822512,15.79884179836605,0.0456955983736963,33942,10.43240846457121,260.89,5.56409886254648,-3.4280739276171928
Kauai County,2009,pre2011,26077.0,0.043870077079418646,0.028837673045212255,0.014342140583656095,0.0432948575372934,-0.0005752195421252445,-15.0,2.025508362411262,6821901.0975498585,15.73564874428159,0.0890425372012626,33265,10.412261072175989,228.9,5.433285226958521,-3.5460726547993673
Kauai County,2010,pre2011,25855.0,0.045329723457745115,0.031212531425256238,0.01349835621736608,0.04598723651131309,0.0006575130535679752,17.0,2.042012721306162,7196459.112421504,15.78909967307649,0.0839720373957719,35619,10.480634482333901,201.17,5.30415032174048,-3.466935616560373
Kauai County,2011,2011_2021,27623.0,0.045903775838974765,0.0317851066140535,0.013684248633385222,0.05191326068855664,0.00600948484958187,166.0,2.0453424397647506,7597107.235142119,15.84327810584475,0.0842216593837846,35929,10.489300047824898,189.46,5.244177920447388,-3.4487574443740168
Kauai County,2012,2011_2021,27924.0,0.046232631428162155,0.03180060163300387,0.013071193238791004,0.05407534737143676,0.007842715943274603,219.0,2.039912890023655,8168533.334491893,15.91579993229878,0.0693091861723332,35118,10.466469098519276,191.69,5.255879483850069,-3.448270070098122
Kauai County,2013,2011_2021,28439.0,0.046098667323042304,0.031892823235697455,0.01174443545834945,0.04761067548085376,0.0015120081578114562,43.0,2.0245134178708346,8516937.663120154,15.957567404984088,0.053409510815497,35181,10.468261443129174,202.09,5.3087131427301575,-3.4453742714398294
Kauai County,2014,2011_2021,28784.0,0.03800722623679822,0.026785714285714284,0.009310728182323513,0.040091717620900504,0.002084491384102279,60.0,2.0076200794510655,8610145.720288007,15.968451800800533,0.0459006366593455,35969,10.490412735357983,225.26,5.417255290619551,-3.619886582626985
Kauai County,2015,2011_2021,29148.0,0.04700150953753259,0.03338136407300672,0.01166460820639495,0.04840812405653904,0.0014066145190064498,41.0,1.998092015263878,8954641.406251017,16.007682548705432,0.0376102558483536,36506,10.50523190962273,236.26,5.464932893520374,-3.3997574966041677
Kauai County,2016,2011_2021,29444.0,0.0560725444912376,0.04180817823665263,0.014264366254584975,0.06147262600190192,0.005400081510664312,159.0,1.9815780952038282,9092350.662263032,16.02294403143158,0.0311182438865163,36763,10.51224718358581,250.89,5.525014596061544,-3.1746633069941432
Kauai County,2017,2011_2021,29987.0,0.045919898622736516,0.034848434321539334,0.011071464301197185,0.04708707106412779,0.0011671724413912696,35.0,1.9689968542467668,9622709.044879138,16.079636388495295,0.0220765966589676,37234,10.524977601331843,260.44,5.562372508368662,-3.3567470689960266
Kauai County,2018,2011_2021,30319.0,0.04587882186087932,0.034631749068241034,0.01124707279263828,0.043075299317259806,-0.0028035225436195124,-85.0,1.952779314159292,10388951.739351828,16.156253466681576,0.0245744133806057,36949,10.517293862410662,277.23,5.624847486568059,-3.3629844145304935
Kauai County,2019,2011_2021,30641.0,0.045461962729675925,0.03413726706047453,0.011324695669201397,0.048105479586175386,0.0026435168564994615,81.0,1.993503829321663,10108788.393297834,16.128915741411205,0.0252202406532015,37232,10.524923885542073,293.51,5.681911710237984,-3.3773656157727996
Kauai County,2020,2011_2021,30464.0,0.04592305672268908,0.03597689075630252,0.009946165966386554,0.048089548319327734,0.0021664915966386556,66.0,1.9034921727163254,2940353.5678326986,14.894040393251654,0.162905382815112,35892,10.488269708417949,301.75,5.709598859977641,-3.324878470083131
Kauai County,2021,2011_2021,31119.0,0.04566342106108808,0.035765930781837464,0.00989749027925062,0.04334972203476976,-0.002313699026318326,-72.0,1.9009697622735537,7005805.4,15.762249706161969,0.0812833328679529,35813,10.486066234965218,334.12,5.811500209887705,-3.330759492824393
Kauai County,2022,post2022,31858.0,0.04212442714545797,0.03245652583338565,0.008914558352690062,0.037949651578881284,-0.004174775566576684,-133.0,1.8840608205531524,10440522.445553608,16.161205181844224,0.0338518600531443,36128,10.494823466949388,393.69,5.975563797576305,-3.427853751786209
Maui County,1990,pre2011,39573.0,0.05673059914588229,0.03686857200616582,0.018699618426705075,0.07831096960048518,0.021580370454602885,854.0,2.139493141877411,,,0.045163777843986,57059,10.951841099202072,100.0,4.605170185988092,-3.300395797994244
Maui County,1991,pre2011,41434.0,0.06096442535116088,0.03987063764058503,0.020080127431577933,0.07614519476758218,0.015180769416421297,629.0,2.1352421095918577,,,0.0538722769816946,60365,11.008164745766488,112.1,4.719391330078114,-3.2221151247249105
Maui County,1992,pre2011,42747.0,0.061127096638360585,0.03990923339649566,0.020492666152010668,0.07670713734297144,0.01558004070461085,666.0,2.130014451587183,,,0.0781278990661141,64676,11.077145468859705,114.84,4.743539855252863,-3.2211475684122743
Maui County,1993,pre2011,43207.0,0.05899507024324762,0.04001666396648691,0.017983197167125698,0.0694563380933645,0.01046126785011688,452.0,2.1355206847360915,,,0.0536425964665821,65489,11.089637468588725,112.97,4.7271222967388375,-3.2184593124593657
Maui County,1994,pre2011,43831.0,0.0583377061896831,0.04104400994729757,0.016472359745385686,0.07004175127193082,0.011704045082247724,513.0,2.1349275572999953,,,0.0581719550262145,65994,11.097319107785172,111.98,4.718320283920748,-3.19311037462528
